FIPS,Walkability_Index,Obesity_Rate,Fast_Food_Per_1000,Log_Fast_Food
8019,6.33333333266667,25.0,0.938869178,0.6621049051860434
8029,6.15277777758333,25.0,0.611581445,0.4772159608659459
8031,14.4622314623077,25.0,0.895942807,0.6397162382934666
8035,8.72795698935484,25.0,0.620928645,0.4829992226606714
8037,8.85057471241379,25.0,0.928471327,0.6567276305234658
8039,4.53333333326667,25.0,0.183063015,0.1681068506951051
8041,11.1136986302082,25.0,0.685147822,0.5218532881463435
8043,6.52777777802778,25.0,0.355150729,0.30391268725944387
8045,9.13425925927778,25.0,0.844846427,0.612396036629692
8049,8.12962962966667,25.0,1.07635808,0.7306154359788533
8051,8.69999999995,25.0,0.909452617,0.6468166130262467
8055,5.16666666671429,25.0,0.581141949,0.4581473385106902
8059,10.9971544713951,25.0,0.730348706,0.5483229523602109
8063,6.52083333325,25.0,0.983008027,0.6846148974366775
8065,7.708333333375,25.0,0.500813842,0.4060075223083143
8067,6.68181818157576,25.0,0.990028977,0.6881491999369189
8069,10.3923611108958,25.0,0.793501079,0.5841696196069693
8071,6.68627450947059,25.0,1.248266339,0.8101594032163036
8073,6.3,25.0,0.704225361,0.5331106737703017
8075,7.3437500003125,25.0,0.591608286,0.4647450056390151
8077,7.68939393973864,25.0,0.687647402,0.5233354892831503
8081,6.57777777793333,25.0,0.760803401,0.5657701827366548
8083,6.65909090895455,25.0,0.643744349,0.4969767790673057
8085,6.29292929290909,25.0,0.69248879,0.5262001024441015
8087,6.46000000008,25.0,0.760167241,0.5654088278310876
8089,8.483333333,25.0,0.769188523,0.5705209798781739
8091,6.375,25.0,1.199760079,0.7883482994173413
8093,5.0,25.0,0.26378265,0.23410932682493799
8095,7.25000000066667,25.0,0.686970472,0.5229343001504222
8097,9.65384615415385,25.0,1.341231704,0.8506771601166893
8099,8.36904761864286,25.0,1.073847651,0.7294056505036739
8101,7.23507462687313,25.0,0.61240232,0.47772519110875933
8103,6.69047619057143,25.0,0.630715847,0.48901908835042873
8105,6.3999999999,25.0,0.354107648,0.30314267502259434
8107,7.0,25.0,0.899843514,0.6417715217279054
8111,7.0,25.0,6.684492111,2.0392042864526916
8113,7.444444444,25.0,1.480567575,0.9084873948793297
8117,7.11363636368182,25.0,1.632333279,0.9678706312065843
8119,6.31111111093333,25.0,0.626738191,0.48657690010734855
8123,7.32380952386286,25.0,0.541943729,0.4330437822573817
8125,5.74074074066667,25.0,0.298596591,0.26128413595404315
9001,10.3442915392569,30.6,0.780963182,0.577154331438031
9003,10.7001499249925,30.6,0.757962525,0.5641554821984631
9005,7.50233100248252,30.6,0.651411414,0.5016303246885807
9007,8.89635854342857,30.6,0.729940534,0.5480870345085038
9009,11.2255838640732,30.6,0.791128099,0.5828456442506347
9011,9.21453900689894,30.6,0.769814253,0.5708745992710513
9013,6.71598639459184,30.6,0.478087664,0.390749133351662
9015,6.75568181821591,30.6,0.592071414,0.4650359444563005
10001,8.38497652559155,37.9,0.62076962,0.4829011105064068
10003,11.7959927143224,37.9,0.854805887,0.6177800474572399
10005,8.24185463638346,37.9,0.765617549,0.5685005153083661
11001,14.4714814815267,24.3,1.160187244,0.7701949049760066
12001,10.2763440857613,31.6,0.796407342,0.5857887492861088
12003,5.68055555525,31.6,0.541162133,0.43253676365229465
12005,10.2993827160833,31.6,0.904729128,0.6443398084424574
12007,5.40740740755556,31.6,0.559577525,0.4444149672761242
12009,10.1169312168159,31.6,0.619598031,0.4821779894428504
12011,12.4653518122303,31.6,0.72161603,0.5432634020479281
12013,4.9166666669,31.6,0.497229725,0.4036165505780112
12015,7.30218068517757,31.6,0.400593698,0.3368962167289433
12017,6.93295019150575,31.6,0.450950921,0.372219149070866
12019,7.10905349806173,31.6,0.60873878,0.4754505055449041
12021,7.26215277775521,31.6,0.572558403,0.4527038491253531
12023,6.491666666575,31.6,0.715721071,0.5398334418164357
12027,6.01282051288462,31.6,0.311526477,0.2711917084549784
12031,11.4301295160266,31.6,0.869944811,0.6259089175967584
12033,10.1947368421789,31.6,0.663845837,0.5091316920734541
12035,6.68300653598039,31.6,0.481211632,0.3928604231185727
12039,4.619791666625,31.6,0.530070484,0.4253138023171038
12051,6.38194444454167,31.6,0.490505219,0.39911513563941936
12053,8.48742138373585,31.6,0.523159862,0.4207870336048262
12057,10.5944189603417,31.6,0.61884284,0.4817115977168493
12061,7.39560439563736,31.6,0.541478455,0.4327419916002699
12063,5.18803418797436,31.6,0.650971055,0.5013636329853974
12065,5.4333333333,31.6,0.481331229,0.3929411625412082
12069,7.26689189182432,31.6,0.476707906,0.3898152223127442
12071,9.44010416666211,31.6,0.541246653,0.4325916038801093
12073,9.94915254238983,31.6,1.011981368,0.6991199917572389
12079,5.1770833335625,31.6,0.588015199,0.4624849339378309
12081,11.2536231882029,31.6,0.481495261,0.3930518892413516
12083,7.42292870909249,31.6,0.527424753,0.4235831493117624
12085,7.05615942034783,31.6,0.703321636,0.5325802482049409
12086,13.9256572029716,31.6,0.653417826,0.5028445551984231
12087,7.34848484845455,31.6,0.906630576,0.6453375878731186
12089,6.49145299138462,31.6,0.669498324,0.512523176507687
12091,7.83478260866957,31.6,0.883375645,0.6330657226095562
12093,6.04320987651852,31.6,0.378277421,0.3208344738094234
12095,11.7067736185989,31.6,0.854459882,0.617593484928399
12097,10.1776315789211,31.6,0.713701785,0.538655817290006
12099,10.8930602957463,31.6,0.659326077,0.5064115422263467
12101,9.08034744852769,31.6,0.473342061,0.3875333311596078
12103,12.8905887808275,31.6,0.740170479,0.5539830848638416
12105,8.15101010088788,31.6,0.525148034,0.422091476823654
12109,8.4145833333125,31.6,0.627881527,0.48727949281930777
12111,7.26258992802158,31.6,0.507138491,0.4102128138957413
12113,6.39826839818182,31.6,0.586869955,0.461763494267341
12115,11.7729083665817,31.6,0.469033629,0.3846047893735516
12117,9.66028368771064,31.6,0.784527123,0.5791534630480376
12119,5.75,31.6,0.273345888,0.24164799358763162
12127,10.7575231481944,31.6,0.605524182,0.473450296408464
12129,5.3095238095,31.6,0.349660546,0.29985311342473103
13013,5.96078431361765,37.0,0.490722984,0.3992612264352653
13021,7.21693121690476,37.0,1.185043573,0.7816357702251471
13023,6.166666666625,37.0,0.69471246,0.5275130863239071
13029,6.24358974361538,37.0,0.736105978,0.5516446616098749
13031,6.3968253972619,37.0,0.779326797,0.5762350888342646
13035,6.03571428528571,37.0,0.707936764,0.5352860712617907
13039,6.09722222229167,37.0,0.794395924,0.584668432709913
13045,6.12893081756604,37.0,0.830366731,0.6045163462295933
13047,6.08333333338235,37.0,0.779457629,0.576308615063672
13049,4.888888889,37.0,0.446760982,0.3693272522499822
13051,11.5927750409212,37.0,1.074403286,0.7296735393135658
13053,5.2666666667,37.0,0.568666458,0.4502258686153778
13055,5.09848484827273,37.0,0.523286223,0.4208699899392217
13057,6.95098039217647,37.0,0.64838618,0.4997967365599743
13059,7.31944444447222,37.0,0.970304012,0.6781878516558483
13063,9.154666666552,37.0,0.731258929,0.5488488484853379
13067,8.92714285705429,37.0,0.965994895,0.6759984250786737
13069,5.84567901251852,37.0,0.786709249,0.5803755195261124
13073,6.91515151516364,37.0,0.68588388,0.5222899841354441
13077,6.07017543873684,37.0,0.662914574,0.5085718302804343
13079,4.125000000125,37.0,0.245278388,0.21935910974011652
13081,6.4333333331,37.0,1.043841362,0.7148310577835378
13083,5.3541666665,37.0,0.747337639,0.558093280365895
13089,11.2442159383496,37.0,0.864819169,0.6231640880731072
13095,8.13526570018841,37.0,1.133249283,0.7576463023276215
13097,6.38484848496364,37.0,0.810876548,0.5938110087146828
13099,4.48717948723077,37.0,0.896682262,0.6401061819319317
13103,4.82575757563636,37.0,0.456169695,0.375809491746951
13105,5.23333333325,37.0,0.5689165,0.45038525372415505
13111,5.8703703705,37.0,0.829531312,0.6040598203894227
13113,6.6292517007551,37.0,0.975643456,0.680894145797954
13115,6.07738095241071,37.0,0.821467698,0.5996426035733049
